Extracted_Text,Confidence
Acer macrophyllum pollen,1.0
Acer saccharinum pollen,1.0
Broussonetia papyrifera pollen,1.0
Quercus velutina pollen,1.0
Quercus macrocarpa pollen,1.0
Quercus kelloggii pollen,1.0
Quercus gambelii pollen,1.0
Quercus lobata pollen,1.0
Quercus nigra pollen,1.0
Citrus sinensis pollen,1.0
Pinus taeda pollen,1.0
Pinus palustris pollen,1.0
Pinus ponderosa pollen,1.0
Pinus elliottii pollen,1.0
Pinus virginiana pollen,1.0
Pinus monticola pollen,1.0
Populus nigra pollen,1.0
Elaeagnus angustifolia pollen,1.0
Salix lasiolepis pollen,1.0
Salix discolor pollen,1.0
Populus balsamifera subsp. trichocarpa pollen,1.0
Taraxacum officinale pollen,1.0
Atriplex polycarpa pollen,1.0
Baccharis halimifolia pollen,1.0
Hymenoclea salsola pollen,1.0
Allenrolfea occidentalis pollen,1.0
Atriplex lentiformis pollen,1.0
Artemisia douglasiana pollen,1.0
Artemisia ludoviciana pollen,1.0
Urtica dioica pollen,1.0
Iva axillaris pollen,1.0
Ambrosia deltoidea pollen,1.0
Sarcobatus vermiculatus pollen,1.0
Atriplex canescens pollen,1.0
Artemisia absinthium pollen,1.0
Japanese encephalitis virus strain sa 14-14-2 antigen (formaldehyde inactivated),1.0
Foreskin fibroblast (neonatal),1.0
Bovine type I collagen,1.0
Foreskin keratinocyte (neonatal),1.0
Influenza A virus A/California/7/2009 (H1N1) recombinant hemagglutinin antigen,1.0
Influenza A virus A/Victoria/361/2011 (H3N2) recombinant hemagglutinin antigen,1.0
Influenza B virus B/Wisconsin/1/2010 recombinant hemagglutinin antigen,1.0
Influenza A virus A/Texas/50/2012 (H3N2) recombinant hemagglutinin antigen,1.0
Influenza B virus B/Massachusetts/2/2012 recombinant hemagglutinin antigen,1.0
Influenza A virus A/Switzerland/9715293/2013 (H3N2) recombinant hemagglutinin antigen,1.0
Influenza B virus B/Phuket/3073/2013 recombinant hemagglutinin antigen,1.0
Influenza B virus B/Hubei-Wujiagang/158/2009 BX-39 antigen (propiolactone inactivated),1.0
Influenza A virus A/Christchurch/16/2010 NIB-74 (H1N1) antigen (propiolactone inactivated),1.0
Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) antigen (propiolactone inactivated),1.0
Neisseria meningitidis serogroup b nhba fusion protein antigen,1.0
Neisseria meningitidis serogroup b fhbp fusion protein antigen,1.0
Neisseria meningitidis serogroup b nada protein antigen,1.0
Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle,1.0
Bordetella pertussis toxoid antigen (glutaraldehyde inactivated),1.0
Bordetella pertussis filamentous hemagglutinin antigen (formaldehyde inactivated),1.0
Bordetella pertussis pertactin antigen,1.0
Bordetella pertussis fimbriae 2/3 antigen,1.0
Influenza A virus A/California/7/2009 X-179A (H1N1) antigen (formaldehyde inactivated),1.0
Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) antigen (formaldehyde inactivated),1.0
Influenza B virus B/Phuket/3073/2013 antigen (formaldehyde inactivated),1.0
Influenza B virus B/Brisbane/60/2008 antigen (formaldehyde inactivated),1.0
Poliovirus type 1 antigen (formaldehyde inactivated),1.0
Poliovirus type 2 antigen (formaldehyde inactivated),1.0
Poliovirus type 3 antigen (formaldehyde inactivated),1.0
Neisseria meningitidis group a capsular polysaccharide diphtheria toxoid conjugate antigen,1.0
Neisseria meningitidis group c capsular polysaccharide diphtheria toxoid conjugate antigen,1.0
Neisseria meningitidis group y capsular polysaccharide diphtheria toxoid conjugate antigen,1.0
Neisseria meningitidis group w-135 capsular polysaccharide diphtheria toxoid conjugate antigen,1.0
Influenza A virus A/California/7/2009(H1N1)-like antigen (formaldehyde inactivated),1.0
Typhoid Vi polysaccharide vaccine,1.0
Bacillus calmette-guerin substrain connaught live antigen,1.0
Yellow fever vaccine,1.0
Fusarium oxysporum,1.0
Candida tropicalis,1.0
Mucor racemosus,1.0
Penicillium camemberti,1.0
Penicillium expansum,1.0
Penicillium italicum,1.0
Penicillium roqueforti,1.0
Phoma destructiva,1.0
Rhizopus stolonifer,1.0
Fraxinus pennsylvanica pollen,1.0
Atriplex confertifolia pollen,1.0
Passalora fulva,1.0
Cochliobolus spicifer,1.0
Myrothecium verrucaria,1.0
Hypomyces perniciosus,1.0
Neurospora crassa,1.0
Paecilomyces variotii,1.0
Microascus brevicaulis,1.0
Colletotrichum coccodes,1.0
Pleospora herbarum,1.0
Streptomyces griseus,1.0
Trichoderma viride,1.0
Trichophyton schoenleinii,1.0
Basil,1.0
Mung bean,1.0
Betula papyrifera pollen,1.0
Betula occidentalis pollen,1.0
Betula alleghaniensis pollen,1.0
Ustilago cynodontis,1.0
Ustilago nuda hordei,1.0
Bromus secalinus pollen,1.0
Beta vulgaris pollen,1.0
Chenopodium botrys pollen,1.0
Mycocladus corymbiferus,1.0
Acrothecium robustum,1.0
Humicola grisea,1.0
Microsporum audouinii,1.0
Microsporum canis,1.0
Apiospora montagnei,1.0
Phycomyces blakesleeanus,1.0
Sporotrichum pruinosum,1.0
Stachybotrys chartarum,1.0
Syncephalastrum racemosum,1.0
Tetracoccosporium paxianum,1.0
Verticillium albo-atrum,1.0
White catfish,1.0
Carob,1.0
Sweet cherry,1.0
Opilio crab,1.0
Bos taurus hair,1.0
Serinus canaria feather,1.0
Melilotus albus pollen,1.0
Melilotus officinalis pollen,1.0
Typha latifolia pollen,1.0
Atlantic cod,1.0
Red currant,1.0
Cumin,1.0
Cladosporium herbarum,1.0
Acheta domesticus,1.0
Canis lupus familiaris hair,1.0
Odocoileus virginianus hair,1.0
Grain mill dust,1.0
Epidermophyton floccosum,1.0
Ambrosia dumosa pollen,1.0
Ambrosia confertiflora pollen,1.0
Sporisorium cruentum,1.0
Goose,1.0
Concord grape,1.0
Capra hircus hair,1.0
Cavia porcellus hair,1.0
Arrhenatherum elatius pollen,1.0
Equus caballus hair,1.0
Sus scrofa hair,1.0
Carya cordiformis pollen,1.0
Carya glabra pollen,1.0
Millet seed,1.0
Mustard greens,1.0
Quercus muehlenbergii pollen,1.0
Quercus palustris pollen,1.0
Quercus stellata pollen,1.0
Quercus garryana pollen,1.0
Red bell pepper,1.0
Perch,1.0
Pumpkin,1.0
Melopsittacus undulatus feather,1.0
Pinus contorta pollen,1.0
Pinus sylvestris pollen,1.0
Pinus rigida pollen,1.0
Capsicum,1.0
Oryctolagus cuniculus hair,1.0
Sequoia sempervirens pollen,1.0
Rumex obtusifolius pollen,1.0
Rumex altissimus pollen,1.0
Rumex salicifolius var. mexicanus pollen,1.0
Sitotroga cerealella,1.0
English sole,1.0
Safflower,1.0
Sugarcane,1.0
Sunflower seed,1.0
Platanus hybrida pollen,1.0
Artemisia californica pollen,1.0
Helianthus annuus pollen,1.0
Carpinus caroliniana pollen,1.0
Picea pungens pollen,1.0
"Starch, tapioca",1.0
Larix occidentalis pollen,1.0
Trichophyton rubrum,1.0
Salix lucida ssp. lasiandra pollen,1.0
Cedar oil,1.0
Venison,1.0
Black walnut,1.0
Artemisia dracunculus pollen,1.0
Pinus banksiana pollen,1.0
Pinus resinosa pollen,1.0
Pinus nigra pollen,1.0
Pinus thunbergii pollen,1.0
Carya tomentosa pollen,1.0
Iva annua pollen,1.0
Bassia scoparia pollen,1.0
Cyclachaena xanthifolia pollen,1.0
Amaranthus retroflexus whole,1.0
Cephalosporium roseum,1.0
Cochliobolus lunatus,1.0
Haematonectria haematococca,1.0
Chrysonilia sitophila,1.0
Pleospora betae,1.0
Puccinia striiformis var. striiformis,1.0
Pleospora tarda,1.0
Acacia pollen,1.0
Bassia hyssopifolia pollen,1.0
Brassica rapa pollen,1.0
Callistemon citrinus pollen,1.0
Dicoria canescens pollen,1.0
Krascheninnikovia lanata pollen,1.0
Ambrosia ambrosioides pollen,1.0
Ambrosia chamissonis pollen,1.0
Koeleria macrantha pollen,1.0
Phoenix dactylifera pollen,1.0
Quercus dumosa pollen,1.0
Suaeda moquinii pollen,1.0
Tilia cordata pollen,1.0
Apis mellifera venom,1.0
Vespula maculifrons venom protein,1.0
Dolichovespula arenaria venom protein,1.0
Dolichovespula maculata venom protein,1.0
Polistes fuscatus venom protein,1.0
Hordeum vulgare pollen,1.0
Agrostis stolonifera pollen,1.0
Phalaris minor pollen,1.0
Lolium perenne subsp. multiflorum pollen,1.0
Sorghum bicolor subsp. bicolor pollen,1.0
Sorghum bicolor subsp. drummondii pollen,1.0
Amphiachyris dracunculoides pollen,1.0
Iva angustifolia pollen,1.0
Neurospora sitophila,1.0
Trichophyton tonsurans,1.0
Mycogone nigra,1.0
Absidia capillata,1.0
Thermomyces lanuginosus,1.0
Trichosporon cutaneum,1.0
Tanacetum cinerariifolium flower,1.0
Largemouth bass,1.0
Cocoa,1.0
Blue crab,1.0
Barley malt,1.0
Radish,1.0
Sage,1.0
Thyme,1.0
Peppermint,1.0
Ulmus rubra pollen,1.0
Pseudotsuga menziesii pollen,1.0
Carya laciniosa pollen,1.0
Maclura pomifera pollen,1.0
Hepatitis A Vaccine,1.0
Haemophilus influenzae type B strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen,1.0
"Bordetella pertussis toxoid antigen (formaldehyde, glutaraldehyde inactivated)",1.0
Bordetella pertussis pertactin antigen (formaldehyde inactivated),1.0
Human papillomavirus type 16 L1 capsid protein residues 2-471 antigen,1.0
Human papillomavirus type 18 L1 capsid protein residues 2-472 antigen,1.0
Influenza A virus A/Christchurch/16/2010 NIB-74XP (H1N1) antigen (formaldehyde inactivated),1.0
Autologous cultured chondrocytes,1.0
"Influenza A virus A/Brisbane/10/2010 (H1N1) antigen (MDCK cell derived, propiolactone inactivated)",1.0
"Influenza A virus A/Texas/50/2012 X-223A (H3N2) antigen (MDCK cell derived, propiolactone inactivated)",1.0
"Influenza B virus B/Massachusetts/2/2012 antigen (MDCK cell derived, propiolactone inactivated)",1.0
"Influenza A virus A/South Australia/55/2014 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)",1.0
"Influenza B virus B/Utah/9/2014 antigen (MDCK cell derived, propiolactone inactivated)",1.0
Anthrax vaccine,1.0
Betula pendula pollen,1.0
Ulmus parvifolia pollen,1.0
Parkinsonia florida pollen,1.0
Cytisus scoparius flowering top,1.0
Poultry,1.0
"Quahog, unspecified",1.0
"Cod, unspecified",1.0
Crab leg,1.0
"Salmon, unspecified",1.0
Yeast,1.0
Canis lupus familiaris dander,1.0
Cavia porcellus dander,1.0
Bos taurus dander,1.0
Equus caballus dander,1.0
Aspergillus nidulans,1.0
Penicillium digitatum,1.0
Clonostachys rosea f. rosea,1.0
Dendryphiella vinosa,1.0
Solenopsis richteri,1.0
Polistes annularis venom protein,1.0
Polistes exclamans venom protein,1.0
Polistes metricus venom protein,1.0
Vespula germanica venom protein,1.0
Vespula pensylvanica venom protein,1.0
Vespula squamosa venom protein,1.0
Vespula vulgaris venom protein,1.0
Influenza A virus A/Bolivia/559/2013 (H1N1) live (attenuated) antigen,1.0
Influenza A virus A/Switzerland/9715293/2013 (H3N2) live (attenuated) antigen,1.0
Influenza B virus B/Phuket/3073/2013 live (attenuated) antigen,1.0
Influenza B virus B/Brisbane/60/2008 live (attenuated) antigen,1.0
Influenza A virus A/Brisbane/59/2007(H1N1) hemagglutinin antigen (propiolactone inactivated),1.0
Influenza A virus A/Uruguay/716/2007(H3N2) hemagglutinin antigen (propiolactone inactivated),1.0
Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (propiolactone inactivated),1.0
Influenza A virus A/California/7/2009 X-181 (H1N1) hemagglutinin antigen (propiolactone inactivated),1.0
Influenza A virus A/Victoria/210/2009 X-187 (H3N2) hemagglutinin antigen (propiolactone inactivated),1.0
Influenza A virus A/Victoria/210/2009 X-187 (H3N2) antigen (propiolactone inactivated),1.0
Influenza B virus B/Brisbane/60/2008 antigen (propiolactone inactivated),1.0
Influenza A virus A/Texas/50/2012 X-223 (H3N2) antigen (propiolactone inactivated),1.0
Influenza B virus B/Massachusetts/2/2012 BX-51B antigen (propiolactone inactivated),1.0
Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) antigen (propiolactone inactivated),1.0
Influenza A virus A/California/7/2009(H1N1)-like hemagglutinin antigen (propiolactone inactivated),1.0
Typhoid Vaccine Live,1.0
Azficel-T,1.0
Human cord blood hematopoietic progenitor cell,1.0
Stannous chloride,1.0
Mineral oil,1.0
Petrolatum,1.0
Carboxymethylcellulose,1.0
Polyvinyl alcohol,1.0
Octisalate,1.0
Polysorbate 80,1.0
Homosalate,1.0
Pancrelipase amylase,1.0
Pancrelipase protease,1.0
Heme iron polypeptide,1.0
Selenic acid,1.0
Schizochytrium DHA oil,1.0
Phenyl salicylate,1.0
Hydrogen fluoride,1.0
Cetylpyridinium,1.0
Dimethicone,1.0
Hypromellose,1.0
Polyethylene glycol 400,1.0
Trolamine salicylate,1.0
Silver nitrate,1.0
Aluminum chloride,1.0
Coal tar,1.0
Resorcinol,1.0
Cocoa butter,1.0
Pyrethrum extract,1.0
Shark liver oil,1.0
Docusate,1.0
Potassium nitrate,1.0
Hydrogen peroxide,1.0
Stannous fluoride,1.0
Calcium citrate,1.0
Vitamin D,1.0
Desirudin,1.0
Meradimate,1.0
Plantago seed,1.0
Potassium bicarbonate,1.0
Crypthecodinium cohnii DHA oil,1.0
Allantoin,1.0
N-acetyltyrosine,1.0
Sulfur hexafluoride,1.0
Benzalkonium,1.0
Potassium bitartrate,1.0
Aluminum sesquichlorohydrate,1.0
Chlorine,1.0
Magnesium citrate,1.0
Witch hazel,1.0
Lanolin,1.0
Castor oil,1.0
Eucalyptus oil,1.0
Ensulizole,1.0
Aluminum zirconium trichlorohydrex gly,1.0
Undecylenic acid,1.0
Ammonia,1.0
Sodium iodide,1.0
Turpentine,1.0
Chloroxylenol,1.0
Hypochlorite,1.0
Racepinephrine,1.0
Benzethonium,1.0
Calcium gluconate,1.0
Selenious acid,1.0
Ammonium molybdate,1.0
Carbamide peroxide,1.0
Opium,1.0
Capsicum oleoresin,1.0
Silicon dioxide,1.0
Omega-3 fatty acids,1.0
Cupric oxide,1.0
Selenium,1.0
Chromium,1.0
Molybdenum,1.0
Chromium Cr-51,1.0
Manganese gluconate,1.0
Selenomethionine,1.0
Cresol,1.0
Hydrogenated palm kernel oil,1.0
Oxyquinoline,1.0
Aluminum zirconium pentachlorohydrate,1.0
Butamben,1.0
Aluminum zirconium tetrachlorohydrex gly,1.0
Barium sulfate,1.0
Sodium hydroxide,1.0
Trichloroacetate,1.0
Potassium hydroxide,1.0
Zinc citrate,1.0
Triclocarban,1.0
Pyrantel,1.0
Anthralin,1.0
Pectin,1.0
Sodium sulfide,1.0
Phenyltoloxamine,1.0
Polyethylene glycol 300,1.0
Bicisate,1.0
Rosin,1.0
Antithrombin Alfa,1.0
Calcium threonate,1.0
Ferrous asparto glycinate,1.0
Ferric sulfate,1.0
Sesame oil,1.0
2-(l-menthoxy)ethanol,1.0
Zinc picolinate,1.0
Zeaxanthin,1.0
Polysorbate 20,1.0
Exametazime,1.0
Tetrofosmin,1.0
Homatropine,1.0
Rose bengal,1.0
Light green SF yellowish,1.0
Oftasceine,1.0
Sulisobenzone,1.0
Pentoxyverine,1.0
1-(c14-c18 esteroyl)-2-docosahexanoyl-sn-glycero-3-phosphocholine,1.0
1-(c14-c18 esteroyl)-2-docosahexanoyl-sn-glycero-3-phosphoethanolamine,1.0
Magnesium glycinate,1.0
Pantethine,1.0
Cobamamide,1.0
L-threonic acid,1.0
Papain,1.0
Xylitol,1.0
Ferrous cysteine glycinate,1.0
Peppermint oil,1.0
Sage oil,1.0
Aluminum zirconium octachlorohydrex gly,1.0
Menthyl salicylate,1.0
N-alkyl ethylbenzyl dimethyl ammonium (C12-C14),1.0
Boron,1.0
Panthenol,1.0
Alcloxa,1.0
Bemotrizinol,1.0
Amiloxate,1.0
Aluminum chlorohydrex propylene glycol,1.0
Iron protein succinylate,1.0
Ferrous bisglycinate,1.0
Calcium sulfide,1.0
Arbutin,1.0
Tea tree oil,1.0
Enzacamene,1.0
Octacosanol,1.0
Dioxybenzone,1.0
Benzoin resin,1.0
Tolu balsam,1.0
Liquidambar styraciflua resin,1.0
Peg-100 stearate,1.0
Ethylhexyl methoxycrylene,1.0
Thermus thermophilus lysate,1.0
Methylcellulose,1.0
Padimate A,1.0
Magnesium Aluminum Silicate,1.0
Lycopene,1.0
Saccharide isomerate,1.0
Silver citrate,1.0
Poliglusam,1.0
Thonzylamine,1.0
Polyethylene glycol 3500,1.0
Trypsin,1.0
Borage oil,1.0
Aluminum sulfate,1.0
Gelatin,1.0
Ethyl macadamiate,1.0
Cyclomethicone 5,1.0
Copper gluconate,1.0
Sambucus nigra flowering top,1.0
Zinc gluconate,1.0
Glyceryl monostearate,1.0
Tocopherol,1.0
Poloxamer 407,1.0
Xanthan gum,1.0
Hexylresorcinol,1.0
Chromium picolinate,1.0
Levomefolic acid,1.0
Fluoride ion,1.0
Diosmetin,1.0
Diacetyl benzoyl lathyrol,1.0
Atractylodes japonica root,1.0
Bisoctrizole,1.0
Polydatin,1.0
Calcium glycerophosphate,1.0
Curcuma xanthorrhiza oil,1.0
Sea salt,1.0
Triethoxycaprylylsilane,1.0
Protocatechualdehyde,1.0
Diethylamino hydroxybenzoyl hexyl benzoate,1.0
Atractylodes japonica root oil,1.0
Polysilicone-15,1.0
Methyl undecenoyl leucinate,1.0
Dihydroergocornine,1.0
Dihydro-alpha-ergocryptine,1.0
Epicriptine,1.0
Pine needle oil (pinus mugo),1.0
Aluminum zirconium pentachlorohydrex gly,1.0
DL-Methylephedrine,1.0
Brilliant green cation,1.0
Bismuth subcarbonate,1.0
Diethyltoluamide,1.0
DL-dimyristoylphosphatidylcholine,1.0
DL-dimyristoylphosphatidylglycerol,1.0
Ethyl ferulate,1.0
Colloidal oatmeal,1.0
Borneol,1.0
Methicone (20 CST),1.0
Aluminium tristearate,1.0
2-ethylhexyl benzoate,1.0
Rice bran oil,1.0
Coccidioides immitis spherule,1.0
Trichophyton verrucosum,1.0
Prezatide,1.0
Palmitoyl oligopeptide,1.0
Thioredoxin,1.0
Vanillyl butyl ether,1.0
Thrombin,1.0
Curcuma aromatica root oil,1.0
Hydrogenated soybean oil,1.0
Phenoxyethanol,1.0
Quaternium-18,1.0
Bentonite,1.0
Sulfuric acid,1.0
Prothrombin,1.0
Protein C,1.0
Phenyl trimethicone,1.0
Methscopolamine,1.0
"1,2-Docosahexanoyl-sn-glycero-3-phosphoserine",1.0
Cod liver oil,1.0
Glycol salicylate,1.0
Nonivamide,1.0
Soy sterol,1.0
Boric acid,1.0
Dipyrithione,1.0
Tetradecyl hydrogen sulfate (ester),1.0
C11-12 isoparaffin,1.0
Factor IX Complex (Human),1.0
1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)),1.0
Sinapultide,1.0
Poloxamer 188,1.0
Ascorbyl glucoside,1.0
Kinetin,1.0
Zeatin,1.0
Clove oil,1.0
Ubiquinol,1.0
Ichthammol,1.0
Aluminum oxide,1.0
Silanol,1.0
(+)-menthol,1.0
(S)-camphor,1.0
Rubidium,1.0
Bacillus subtilis,1.0
Calcium Phosphate,1.0
Cetyl ethylhexanoate,1.0
Cocamidopropyl betaine,1.0
Ascorbyl phosphate,1.0
Propolis wax,1.0
Polyquaternium-10 (400 cps at 2%),1.0
Linseed oil,1.0
Evening primrose oil,1.0
Guaiacol,1.0
Lactobacillus plantarum,1.0
Betula pendula tar oil,1.0
Selexipag,1.0
Alectinib,1.0
Pidotimod,1.0
Sennosides,1.0
Roquinimex,1.0
Cefroxadine,1.0
Chlorophetanol,1.0
Afoxolaner,1.0
Alfaxalone,1.0
Altrenogest,1.0
Amitraz,1.0
Amprolium,1.0
Avilamycin,1.0
Azaperone,1.0
Bambermycins,1.0
Buquinolate,1.0
Butonate,1.0
Cambendazole,1.0
Carbarsone,1.0
Carbomycin,1.0
Cefalonium,1.0
Chlorobutanol,1.0
Chloroform,1.0
Clorsulon,1.0
Coumaphos,1.0
Cythioate,1.0
Danofloxacin,1.0
Decoquinate,1.0
Deracoxib,1.0
Dichlorophen,1.0
Dichlorvos,1.0
Diclazuril,1.0
Dirlotapide,1.0
Doramectin,1.0
Efrotomycin,1.0
Emodepside,1.0
Enrofloxacin,1.0
Eprinomectin,1.0
Famphur,1.0
Febantel,1.0
Fenbendazole,1.0
Fenprostalene,1.0
Fenthion,1.0
Florfenicol,1.0
Fluralaner,1.0
Gamithromycin,1.0
Gleptoferron,1.0
Haloxon,1.0
Squalane,1.0
Imidacloprid,1.0
Lasalocid,1.0
Lufenuron,1.0
Luprostiol,1.0
Marbofloxacin,1.0
Maropitant,1.0
Medetomidine,1.0
Mibolerone,1.0
Monensin,1.0
Moxidectin,1.0
Narasin,1.0
Nequinate,1.0
Nicarbazin,1.0
Nifurpirinol,1.0
Nitarsone,1.0
Nitenpyram,1.0
Norgestomet,1.0
Oclacitinib,1.0
Oleandomycin,1.0
Orbifloxacin,1.0
Oxfendazole,1.0
Phenothiazine,1.0
Phosmet,1.0
Phthalofyne,1.0
Pimobendan,1.0
Poloxalene,1.0
Ponazuril,1.0
Pradofloxacin,1.0
Prostalene,1.0
Robenacoxib,1.0
Ronnel,1.0
Rotenone,1.0
Roxarsone,1.0
Selamectin,1.0
Squalene,1.0
Sulfachlorpyridazine,1.0
Sulfaethoxypyridazine,1.0
Sulfanitran,1.0
Sulfaquinoxaline,1.0
Tepoxalin,1.0
Thiostrepton,1.0
Tiamulin,1.0
Tildipirosin,1.0
Tilmicosin,1.0
Tioxidazole,1.0
Metrifonate,1.0
Tulathromycin A,1.0
Tylosin,1.0
Virginiamycin,1.0
Xylazine,1.0
Zeranol,1.0
Zilpaterol,1.0
Zoalene,1.0
Atipamezole,1.0
Balsam of Peru,1.0
Ceftiofur,1.0
Dexamethasone isonicotinate,1.0
Nalorphine,1.0
Sarafloxacin,1.0
Sodium tripolyphosphate,1.0
(S)-methoprene,1.0
2-mercaptobenzothiazole,1.0
Sulfotep,1.0
Amphomycin,1.0
Bunamidine,1.0
Butacaine,1.0
Caramiphen,1.0
Cefovecin,1.0
Cloprostenol,1.0
Cupric glycinate,1.0
Deslorelin,1.0
Difloxacin,1.0
Dihydrostreptomycin,1.0
Diperodon,1.0
Dithiazanine,1.0
Etymemazine,1.0
Flunixin,1.0
Fluprostenol,1.0
Hygromycin B,1.0
Imidocarb,1.0
Isoflupredone,1.0
Maduramicin,1.0
Masitinib,1.0
Melarsomine,1.0
Melengestrol,1.0
Metoserpate,1.0
Milbemycin oxime,1.0
Butyl chloride,1.0
Pirlimycin,1.0
Polysulfated glycosaminoglycan,1.0
Propiopromazine,1.0
Ractopamine,1.0
Robenidine,1.0
Romifidine,1.0
Salinomycin,1.0
Semduramicin,1.0
Sulfabromomethazine,1.0
Tiletamine,1.0
Trenbolone,1.0
Tylvalosin,1.0
Zolazepam,1.0
Detomidine,1.0
Toluene,1.0
Lesinurad,1.0
Aminacrine,1.0
Bicuculline,1.0
Sebelipase alfa,1.0
Insulin argine,1.0
Insulin peglispro,1.0
Insulin tregopil,1.0
Ixekizumab,1.0
Padimate O,1.0
Human thrombin,1.0
Thrombin alfa,1.0
Aluminum chlorohydrate,1.0
Elbasvir,1.0
Grazoprevir,1.0
Ferric oxide,1.0
Indigotindisulfonic acid,1.0
Hard fat,1.0
Light mineral oil,1.0
Ravulizumab,1.0
Venetoclax,1.0
Thiocolchicoside,1.0
Cetalkonium,1.0
Pipradrol,1.0
Drometrizole trisiloxane,1.0
Asunaprevir,1.0
Etafedrine,1.0
Carbon monoxide,1.0
Neon,1.0
Thimerosal,1.0
Bilastine,1.0
Nitrocefin,1.0
Isatoic anhydride,1.0
Domiphen,1.0
Atezolizumab,1.0
Levoleucovorin,1.0
Human Rho(D) immune globulin,1.0
Antithrombin III human,1.0
"Starch, corn",1.0
Beeswax,1.0
Tuberculin purified protein derivative,1.0
Hydroxyethyl cellulose,1.0
"Rabies immune globulin, human",1.0
"Tetanus immune globulin, human",1.0
Myrrh,1.0
Susoctocog alfa,1.0
Efmoroctocog alfa,1.0
Eftrenonacog alfa,1.0
Normethadone,1.0
Oxilofrine,1.0
Lifitegrast,1.0
Velpatasvir,1.0
Rupatadine,1.0
Pirarubicin,1.0
Aclarubicin,1.0
Zorubicin,1.0
Gestrinone,1.0
Neridronic Acid,1.0
Human varicella-zoster immune globulin,1.0
Dehydrocholic acid,1.0
Candoxatrilat,1.0
Epoetin delta,1.0
Perflenapent,1.0
Tasonermin,1.0
Hepatitis B Vaccine (Recombinant),1.0
Depreotide,1.0
Laropiprant,1.0
Temoporfin,1.0
Eptotermin alfa,1.0
Opicapone,1.0
Isavuconazole,1.0
Colestilan chloride,1.0
Tocofersolan,1.0
Nomegestrol,1.0
Delamanid,1.0
Artenimol,1.0
Dibotermin alfa,1.0
Amifampridine,1.0
Vinflunine,1.0
Pitolisant,1.0
Recombinant Cholera Toxin B Subunit,1.0
Tafamidis,1.0
PF-4191834,1.0
Conatumumab,1.0
Incyclinide,1.0
Afuresertib,1.0
Lersivirine,1.0
HT-0712,1.0
Dactolisib,1.0
Tucatinib,1.0
Bremelanotide,1.0
T-2000,1.0
Evacetrapib,1.0
Rebamipide,1.0
Tabalumab,1.0
QAV-680,1.0
Indium,1.0
Latanoprostene bunod,1.0
Eptacog alfa pegol (activated),1.0
Rabusertib,1.0
Pictilisib,1.0
Psilocybin,1.0
BMS-690514,1.0
Buparlisib,1.0
2'-cyano-2'-deoxy-1-(beta-D-arabinofuranosyl)cytosine,1.0
Rusalatide acetate,1.0
Ortataxel,1.0
SP-8203,1.0
AZD-4877,1.0
Curcumin,1.0
Pyridoxamine,1.0
Equol,1.0
Mosapride,1.0
Galidesivir,1.0
Triheptanoin,1.0
Treosulfan,1.0
Fruquintinib,1.0
Ficlatuzumab,1.0
Tofimilast,1.0
Daprodustat,1.0
PF-06282999,1.0
Eprenetapopt,1.0
Figitumumab,1.0
Iferanserin,1.0
E-6201,1.0
2-chloroethyl-3-sarcosinamide-1-nitrosourea,1.0
Selumetinib,1.0
Vonapanitase,1.0
Naldemedine,1.0
Pavinetant,1.0
Voclosporin,1.0
Ilorasertib,1.0
Carnosine,1.0
Racecadotril,1.0
Pacritinib,1.0
Ipragliflozin,1.0
Tropisetron,1.0
Setmelanotide,1.0
Amenamevir,1.0
Antineoplaston A10,1.0
Acalabrutinib,1.0
Adomeglivant,1.0
Iomeprol,1.0
Raxatrigine,1.0
Olaptesed Pegol,1.0
Peficitinib,1.0
Acetyl hexapeptide-3,1.0
Trigonellamide,1.0
Navarixin,1.0
Tezacaftor,1.0
Ruzasvir,1.0
Durvalumab,1.0
Bapineuzumab,1.0
Misonidazole,1.0
Epacadostat,1.0
Encorafenib,1.0
UK-390957,1.0
Angiotensin 1-7,1.0
Mitoglitazone,1.0
Dutogliptin,1.0
Bombesin,1.0
Latrepirdine,1.0
Encenicline,1.0
Endostar,1.0
GSK-2330672,1.0
Ribociclib,1.0
Depatuxizumab mafodotin,1.0
Lasmiditan,1.0
Fedovapagon,1.0
Galactose,1.0
PF-00489791,1.0
Icotinib,1.0
Rilmenidine,1.0
Vonoprazan,1.0
MK-1775,1.0
Famitinib,1.0
Ebastine,1.0
Ipatasertib,1.0
Epetraborole,1.0
Otenabant,1.0
Onartuzumab,1.0
Barasertib,1.0
Benfotiamine,1.0
(R)-Praziquantel,1.0
Clobetasol,1.0
Cabotegravir,1.0
Bryostatin 1,1.0
Rifamycin,1.0
Lirilumab,1.0
Tetrahydrocannabivarin,1.0
Solanezumab,1.0
Istradefylline,1.0
Cenicriviroc,1.0
Pevonedistat,1.0
Talazoparib,1.0
Tenapanor,1.0
Marizomib,1.0
Momelotinib,1.0
